chemin ,class ,classe_LOC ,classe_CLOC ,classe_DC ,WMC ,classe_BC 
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/RelativeDateFormat.java,RelativeDateFormat,524,296,0.5648855,23,0.02456024
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/ResourceBundleWrapper.java,ResourceBundleWrapper,154,108,0.7012987,8,0.08766234
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/Rotation.java,Rotation,67,55,0.8208955,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/SerialUtils.java,SerialUtils,586,187,0.31911263,83,0.0038447306
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/ShadowGenerator.java,ShadowGenerator,68,61,0.89705884,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/ShapeList.java,ShapeList,155,89,0.57419354,11,0.052199412
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/ShapeUtils.java,ShapeUtils,549,245,0.44626594,50,0.008925319
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/SortOrder.java,SortOrder,44,39,0.8863636,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/StringUtils.java,StringUtils,87,62,0.7126437,4,0.17816092
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/StrokeList.java,StrokeList,149,87,0.58389264,11,0.05308115
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/TableOrder.java,TableOrder,44,39,0.8863636,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/UnitType.java,UnitType,44,39,0.8863636,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/chart/util/XYCoordinateType.java,XYCoordinateType,55,49,0.8909091,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/ComparableObjectItem.java,ComparableObjectItem,155,99,0.63870966,6,0.10645161
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/ComparableObjectSeries.java,ComparableObjectSeries,413,213,0.5157385,50,0.01031477
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/DataUtils.java,DataUtils,257,130,0.50583655,18,0.028102031
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValue.java,DefaultKeyedValue,151,92,0.6092715,5,0.121854305
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues.java,DefaultKeyedValues,410,208,0.50731707,33,0.015373245
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/DefaultKeyedValues2D.java,DefaultKeyedValues2D,507,252,0.49704143,45,0.011045366
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/DomainInfo.java,DomainInfo,74,68,0.9189189,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/DomainOrder.java,DomainOrder,47,41,0.87234044,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/ItemKey.java,ItemKey,49,45,0.9183673,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyToGroupMap.java,KeyToGroupMap,294,126,0.42857143,30,0.014285714
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedObject.java,KeyedObject,135,79,0.58518517,8,0.073148146
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedObjects.java,KeyedObjects,315,166,0.52698416,29,0.018171867
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedObjects2D.java,KeyedObjects2D,476,227,0.47689074,42,0.011354541
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedValue.java,KeyedValue,50,46,0.92,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedValueComparator.java,KeyedValueComparator,151,67,0.4437086,19,0.023353085
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedValueComparatorType.java,KeyedValueComparatorType,52,47,0.90384614,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedValues.java,KeyedValues,89,81,0.9101124,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedValues2D.java,KeyedValues2D,103,91,0.88349515,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedValues2DItemKey.java,KeyedValues2DItemKey,141,69,0.4893617,5,0.09787234
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/KeyedValuesItemKey.java,KeyedValuesItemKey,107,58,0.5420561,3,0.18068536
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/Range.java,Range,448,252,0.5625,51,0.011029412
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/RangeInfo.java,RangeInfo,70,64,0.9142857,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/RangeType.java,RangeType,53,47,0.8867925,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/UnknownKeyException.java,UnknownKeyException,53,47,0.8867925,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/Value.java,Value,52,48,0.9230769,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/Values.java,Values,59,54,0.91525424,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/Values2D.java,Values2D,69,63,0.9130435,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/category/CategoryDataset.java,CategoryDataset,65,59,0.9076923,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/category/CategoryRangeInfo.java,CategoryRangeInfo,62,55,0.88709676,0,0.0
/media/william/4281-C1D4/udem/quali_logiciel/TPs/1TP/GITREP/src/jfreechart/src/main/java/org/jfree/data/category/CategoryToPieDataset.java,CategoryToPieDataset,315,160,0.50793654,32,0.015873017
